time,chat
28,이거 어디서 많이 본 병 초기 증상인데
28,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
28,아기피앙새
28,???
28,??
28,아기깜상?
28,아기꽃돼지
28,makiyFuku makiyFuku makiyFuku
28,???
28,?
28,아기상어야?
28,이게 발전되면 리플리증후군이야
28,우욱
28,아기가슴?
29,머리가 이상해진거같다..
29,아기 티라노
29,막이님 제발 쉬세요 많이 힘들어보이시네
29,우욱
29,리사수
29,아기 기니피그
29,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
29,막이님 아시는분중에 빨리 막이님 병원에 모셔가세요
29,요즘?
29,정지만 안당하면 되지
29,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
29,makiyJjing
29,정신이 저세상 갔다..
29,정신줄뿐만 아니라...다른것도
29,ㅋㅋㅋ
29,아기 뉴트리아...? 기니피그는 너무 작으니까
29,고미가 고생이많내요
29,아직현실 구분가능하죠?
29,막이가먹다남긴떡볶이국물 subscribed at Tier 1. They've subscribed for 4 months! 
29,ㅋㅋㅋㅋㅋ
29,아니다!!! 아기 카피바라 가죠
29,제세상텐션 ㅋㅋㅋㅋㅋㅋㅋ
29,정신상태가 화면이랑같네
29,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
29,현실 구분읔 되시죠??ㅋㅋㅋ
29,먹이 ㅋㅋㅋㅋㅋㅋ
29,아직도 남았무
29,아니면 내가 가는 상담셈터 갈래? 비싼데 잘하긴 해
29,먹이ㅋㅋㅋㅋㅋㅋㅋㅋ
29,ㅋㅋㅋㅋㅋㅋㅋ
30,화면이 현상태를 나타낸다
30,막하
30,반가워용 '- ^
30,오늘 컨셉 그대루인 일러
30,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
30,ㅋㅋㅋㅋㅋ
30,막하
30,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
30,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
30,출근은 어케하누 ㅋㅋ
30,늦었을때라도 가야
30,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
30,언덕위 하얀집 가실래여
30,1회에 8만5000원이야
30,ㅋㅋ
30,빨리 고쳐...
30,아니면 제가 좋은 정신병동 알아볼까요?
30,응 없쩡..
30,와
30,ㄹㅇ ㅋㅋ
30,우린 10만원인데;;
30,생얼로 돌아다니지 않아?
30,국밥이 몇그릇이야
30,국밥 든든하게 먹기
30,국밥 ㄷㄷ
30,막이님 병원가보셔야할듯
30,국밥이 몇뚝배기야ㄷㄷ
30,근데 저기 서울에는 랍스타 무한리필 뷔페 있지 않음???
31,그러면서 뭔
31,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31,운명적인 신고는 당할 수 있겠다
31,빅맥지수로 계산안하고 국밥지수네 ㅋㅋㅋㅋㅋ
31,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31,막이는 식식식
31,ㄹㅇ ㅋㅋ
31,그래서 살이...
31,와 논리적인거봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31,랍스타 무한리필 뷔페있음 100달라 ㅋㅋㅋㅋㅋㅋ
31,ㅋㅋㅋㅋㅋ
31,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31,그래요 가운데 껴져잇는 뱃살도 중요해요...
31,아하
31,역시 돼지의 마인드
31,.... 맥도날드.. 빵 바뀌고 사람들이 좋아졌다고 했는데...
31,ㅇㅎ
31,햄버거패티4장으로해서 먹는사람도 있는데요 뭐
31,사람이 논리적이 됐네 갑자기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31,ㅋㅋㅋㅋㅋㅋ
31,ㅋㅋ
32,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
32,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
32,갑자기 능지상승 ㅋㅋㅋㅋㅋㅋㅋㅋ
32,위장이 뇌를 지배하신건가
32,랍스타보다는 대게가 더좋음
32,정신을 놓으면 논리적으로 바뀌는 건가..?
32,에이 중학교때 입던거는 살쪄서 못입..
32,KirisDK subscribed with Twitch Prime. They've subscribed for 4 months! 기적의 논리...
32,?
32,저도요
32,대게가 맛있긴하죠
32,보온을 외투로 안하고 지방으로 하시는건가
32,ㅋㅋ
32,ㅋㅋㅋ
32,매번 느끼지만 특별한 이야기 아닌데 특별하게 만드시네요
32,먹을꺼로 능지 상승 에반데 ㅋㅋㅋ
32,그래서 본업은 몇시야?
32,맞지맞짖
32,?
32,...?
32,?
32,?
32,?
32,?
32,?
32,??
32,?
32,선넘지 마십쇼
32,????
32,????
32,선넘내
32,선넘내
32,이씨
32,makiyFuku makiyFuku
32,너무 옛날로갔다
32,...
32,갑자기 뭔 얘기에요
32,아..
32,에반데
32,안녕히계세요
32,선을..
32,우이씨
33,makiyXxx makiyXxx makiyXxx makiyXxx makiyXxx makiyMm makiyMm makiyMm makiyMm
33,웩시
33,세시면 한시간 전인데요
33,확마씨
33,욕해달라고 말해 그런말하지 말고
33,.....
33,언팔하러 갑니다
33,하아...
33,아런 씨
33,무시무시
33,확씨
33,makiyBbb makiyBbb makiyBbb
33,ㅋㅋ
33,방종각
33,makiyMm makiyMm makiyMm
33,매니저 !!!!!!!!!! 마이크 좀 꺼줘요
33,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
33,막이씨...
33,makiyXxx
33,유튜브만 보다가 처음 생방보는데 선넘으시네
33,배고프시면 죽빵을 디리겠습니다
33,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
33,????
33,ㄹㅇㅋㅋ
33,와 유튜브 유입이 있다니
33,ㄹㅇ
33,ㅋㅋㅋㅋㅋㅋㅋ 유입도 빡치는 방송
33,막이님 쉬세요 힘드신거 진짠갑네
33,ㄹㅇㅋㅋ
33,makiyMakyi makiyGoTek
33,막하
33,ㄹㅇ ㅋㅋㅋ
33,반가워용 '- ^
33,우리 반응 보려고 저런거였어...
33,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
33,하하하하
33,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
33,저희 방송은 레알 별 거 없는데 별 거 있게 얘기하는 방송입니다
33,ㅋㅋㅋㅋ
33,얼릉 119불러
33,이야 망했어요 ㅋ
33,정신줄 120퍼센트 놔버리신 막이넴
33,ㅋㅋㅋㅋ
34,ㅇㅈ
34,님 정신줄 맨날 놓으시잖아요
34,ㅇㅈ
34,ㅇㅈ
34,ㅇㅈ
34,다이어트 시작하신지 얼마나 되셨다구 .. 벌써..
34,이번달만 열심히 하고 8월에는 천천히 하자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
34,ㅇㅈ
34,이 말빨에 계속 보러 오지 거참
34,오늘의 상태는 방송화면이 말해줍니다
34,딴방가서 어그로끌면서 혐청자짓좀 하면 풀릴 거 같은디
34,ㅋㅋ
34,?/
34,오늘만 심하다는건 변명 입니닷
34,머부분 놓고 계신거 아니었음?
34,정신줄을 잡아도 정신이 없는 이막이 뱅송입니다...
34,좀이 아닌거같은데.....
34,지금 정신줄로 줄넘기 하시는게 다이어트 때문인가요?
34,0과 1은 다르다는건가
34,막이는 그럴만한 용기가 없어..
34,막하
34,반가워용 '- ^
34,다이어트가 아님.. 이 분은 그냥 일하러 나가기 싫을 뿐임
35,노잼인게 스트리머가 아니면 벤당한다 생각하고 하는거지
35,이게 다 켠왕때문이야
35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
35,ㄹㅇㅋㅋ
35,ㅋㅋㅋㅋ
35,일하고 싶긴한데
35,인정
35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
35,돈이 필요해
35,나 몰래 퇴근중인데
35,ㅋㅋㅋㅋㅋ
35,일하기 싫은건 인정이지;;
35,그건 그렇지만.. 님은 좀 더 격렬하게 극적으로 계속 그렇지 않나요?
35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
35,쩌누 ㅋㅋ
35,ㅋㅋㅋㅋㅋㅋ
35,ㅋㅋㅋㅋㅋㅋ
35,지금 앉아서 돈 벌고 있네
35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
35,좋네 저거
35,라임오짐
35,마직막 마음에 들어
35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
35,보통에는 반쯤 정신줄을 잡고 있다가 오늘은 완전히 놓으신 막이님
35,많이 쳐드린거임
35,막하
35,반가워용 '- ^
35,일단 그래서 오늘 저녁은 못 드시네요
36,제정신이 10이나 되다니ㄷㄷ
36,제정신 후하네
36,10 많이 쳐주셨네
36,어...음... 맞네 앉아있으니
36,그러랑 그거랑 다르잖아
36,글킨하지..
36,ㄹㅇ
36,맞지
36,오늘 능지 상승이쩌내 ??
36,난 유급 휴가 이써용
36,5개남음
36,아이큐 156이시라 말 한마디도 안지시네요
36,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
36,맞지맞지
36,그래서 님 언제 출근함?
36,난 회사에서 강제로 휴가 보내던데..
36,그님출?
36,섹시에..
36,그건 맞네..
36,어?
36,?????
36,?
36,그래서 섹시가 몇시에요
36,?
36,?
36,준비는요?
37,막하
37,반가워용 '- ^
37,타임어택이었누?
37,그정도로 짧방이었다고?
37,?
37,미루면 안되요!
37,말로는 항상 이기는 이유는.. 이 분이.. 오빠가 있어서이다...
37,30분에 끄고 쉬다가 키셈 별슈있나
37,!업타임
37,흐흠..
37,방송 업타임: 0 시간 37 분 19 초
37,본업이 먼저지 뭐...
37,1시간도 못체우겟내
37,3분할 하면 끝이지 뭥
37,막하
37,반가워용 '- ^
37,본업으로 돈을 벌어야지..
37,허허
37,ㅇㅎ
37,아항!
37,오
37,ㅇㅎ
37,그건 어쩔 수 없지
37,ㅇㅎ
37,ㅇㅎ
37,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오오옹
37,오
37,아냐 키지마
37,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
37,ㅋㅋㅋㅋㅋ
37,오오오ㅗ
37,그럼 어쩔 수 없지
37,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
37,빛라버니!!!
37,ㅋㅋㅋㅋㅋㅋㅋㅋ
37,빛라버니 오오
37,ㅋㅈㅋㅋㅋ
37,ㅋㅋㅋㅋㅋㅋㅋㅋ
37,ㅋㅋㅋ
37,오늘 뭔가 운동은 안 하는데 이동경로가 엄청나게 왔다갔다 기네요
38,오ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
38,괜찮은데?
38,오오오오
38,빛라버니 마취 깨어나는 방송을..
38,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 검사전이잖아요 배고프니 예민해지겠지
38,그러면 무서워
38,?
38,?
38,?
38,?
38,ㅋㅋㅋㅋㅋㅋ
38,?
38,?
38,ㅋㅋ
38,?
38,?
38,ㅇ0ㅇ
38,?
38,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
38,그러셈
38,???????
38,회피기 에반데 ㅋ
38,?
38,ㅈㅅ..해여
38,정지엔딩
38,빛라버리 나오시면 대박
38,오빠한테 월급은 주는건가?
38,그러지말고 막이님이 해주세요
38,클립은 제목을 꼭 달아주세요! ʕっ•ﻌ•ʔっ 제목이 없는 클립은 삭제됩니당~ ʕっ•ﻌ•ʔっ
38,ㅋㅋㅋㅋ
38,무급 ㅋㅋㅋ
38,전 막이님 보러 와요...
38,이러면 3분할은 누가추나요??
38,빛라버니 무급 ㅋㅋㅋㅋ
38,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 도네는 오면 보내면 되니까
38,사장님이 바뀌네 ㄷㄷ
38,???
38,????
38,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,ㅗㅜㅑ..
39,???
39,ㅋㅋㅋㅋㅋㅋㅋㅋ
39,>> 그러지 말고 막이님이 해주세요 <<
39,그렇게 아이디를 준 막이님은 보상으로 영정을 당하셨다.
39,ㅋㅋㅋ
39,빛라버니가 제물이누? ㅋㅋ
39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,빛라버니 3분할 ㅗㅜㅑ
39,ㅋㅋㅋㅋㅋ
39,이걸?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,ㅋㅋㅋㅋㅋㅋㅋㅋ
39,막라버니 3분할
39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,ㅋㅋㅋㅋㅋㅋ
39,빛라버니 구미베어 춰주시나요?
39,... 아마 주자마자 바로 바지 벗으시고 계정폭팔 하실 듯한데... 그 때 기억상으론
39,구미베어 콜ㅋㅋㅋㅋㅋㅋㅋ
39,아 그러내 ㅋㅋ
39,ㅋㅋㅋ
39,ㅓㅜ 너무좋은데
39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,ㅋㅋㅋㅋㅋㅋㅋ
39,ㅋㅋㅋ
39,ㅋㅋㅋㅋㅋㅋㅋㅋ
39,바지 벗.. 펑! ㅋㅋ
39,과연 해줄까?
39,오빠ㅏㅏㅏㅏ나죽어ㅓㅓㅓㅓ
39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,정지엔딩
39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
39,보여줘? 마? 자신있다!! 하건거 기억남 ㅋㅋㅋㅋ
39,ㅋㅋㅋㅋㅋㅋㅋ
39,자신은 모르겟고 그냥 방송은 터질꺼...
40,자신감 넘치시던데 ㄹㅇ
40,ㅋㅋㅋㅋㅋㅋㅋ
40,부럽네요 자신감이 가득차시다니...
40,그러다 ㄹㅇ 때리면 ㄹㅈㄷ
40,현피 뜨는거 같넼ㅋㅋㅋ
40,자신감이 줄줄 새시는 분...
40,커여워ㅋㅋㅋ
40,람각 날리던것도 기억남
40,대단한 마기님
40,거긴?
40,게임이야 뭐..
40,본가=이세계
40,스포당했다
40,거기야 뭐...
40,거기 브리핑 여기서 해도 됨? ㅋㅋㅋㅋㅋㅋ
40,그래그래
40,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,게임 뭐해욧??????
41,쉬엄쉬엄해
41,???
41,저녁어차피
41,ㅋㅋㅋㅋ
41,본세카이 ㅋㅋㅋ
41,ㅋㅋㅋㅋㅋㅋㅋ
41,못먹잖아요
41,저녁은 먹어야지
41,아마도!!
41,현실세계에선 이막이였던 내가?
41,샐러드 asmr 긔?
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,ㅋㅋㅋㅋ
41,한거 들키면 혼나겠지
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ\
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,갱생막이 ㄷㄷ
41,갱생막이로 돌아오겠습니다
41,ㅋㅋㅋㅋㅋㅋㅋ
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,ㅋㅋㅋㅋㅋ
41,이야 이러케 본업충실 ㅋㅋㅋ
41,갱생막잌ㅋ
41,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41,ㅋㅋㅋㅋㅋ
41,10만찍고 우결해야죠
41,팔로우 10만 모으시게요 ?
41,그래.. 팔로우 10만팔만 모으면.. 우결이라구
41,!나이
41,다시먹고
42,누구랑 우결해?
42,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
42,우결까지 7만남았네
42,ㅋㅋㅋㅋㅋㅋㅋㅋ
42,!구독
42,https://www.twitch.tv/products/makiymagi
42,포기?
42,사장될지도? ㅋ
42,ㅋㅋㅋㅋ
42,ㅋㅋㅋㅋ
42,얘들아 팔로우 박아!!
42,ㅋㅋㅋㅋㅋㅋㅋㅋ
42,복 ㅋㅋㅋ
42,ㅋㅋㅋㅋㅋㅋ
42,그선 출발선 아냐!!
42,잠깐사이에 무슨일이?
42,ㄹㅇㅋㅋ
42,그러면 진결을 노려보는건 어때요?
42,ㄹㅇ ㅋㅋ
42,그치
43,어멋 진결
43,그걸 본업에서 푸는거지요? 엉? ㅋㅋㅋㅋ
43,ㄹㅇ 왠만하면 넘어가지
43,선넘으면 암살ㅋㅋㅋㅋ
43,ㅋㅋㅋㅋㅋㅋㅋ
43,그렇죠
43,멍! 멍! 아르르르르
43,!선
43,경고 없고 강퇴 없고 암살..
43,그냥 화남 밴 ㅋ
43,ㅇㅇ
43,맞지
43,그건 글치 ㅋㅋ
43,그래서 나도 회사라 하는건데
43,chamchamTT31
43,거기선 하지말아야지
43,옳소
43,맞워
43,정답이지
43,ㄹㅇㅋㅋ
43,chamchamTT31 chamchamTT31
43,맞아용
43,맞넹
44,까더라도 여기서 까! 막이님 패는 장소는 여기로 충분해!
44,와
44,ㅇㅋㅇㅋ
44,수면으로 하나요?
44,ㅎㅇㄹ는 요괴 아니었누?
44,와우
44,알차다
44,사랑니 아프겠다...
44,사랑니 뽑으면 얘기 못해요.....
44,와~!
44,와 ㅋㅋㅋ
44,몇시쯤에 키나욧????
44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
44,가능하면 스피치쳇 써서 대화합시다 ㅋㅋ
44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
44,사랑니 안나는것도 복인거 같음 ㄹㅇ
44,사랑니는 쉬세요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
44,내일은 쉬어요... 내일 사랑니 뽑으면 얘기 못해요...
44,kumihiT
44,진짜로 매일같이 방송하네
44,왜그래써요
44,사랑니가 뿌리가 휘어저있으면..
44,앗 사랑니 빼고 못먹어서 감량 성공할수도
44,그럼 이제 버츄얼이 아예 없는거야?
45,선생님 쉬시면서 하세요 몸 거덜나..
45,1만팔되서 확장인거??
45,6월달에 열심히 했으면 지금 좀 편했지
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,없음 ㅅㄱ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,절대로 없지 ㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,응 없어 ㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,날먹뱅송ㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋ
45,ㄷ대리야?
45,높을 순 없다
45,대리뱅송?
45,결코 없지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅇㄹㄷㅇㅈ
45,그랬으면 이미 거기서 컨택했겠지 ㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋ그그그...호모시기분 비슷하던데여?
45,어림도 없지
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,헐 ㅋㅋㅋㅋㅋ
45,대타출동!!
45,ㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋ
45,가까운 핏줄이 잘하실거같던데
45,우와
46,그럼 남자도 되는건가요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,예비군 3년차인데 가능한가요?
46,바로 너목보되는거임?
46,어림도 읎지
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,지구밖에서도 못찾을수도
46,이걸 나눠지네
46,나눔
46,인격 분양합니다
46,찾기 힘들 꺼 같다
46,막하
46,반가워용 '- ^
46,ㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,오반데
46,이도연은 어떻게 줄라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,솔직히 셋다 싫은데..ㅋㅋㅋ
47,응 없어 ㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,마지막꺼 가져가겠습니다
47,ㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋ
47,그건 주면 안되지
47,이도연 어케 ㅋㅋㅋㅋㅋ
47,ㅋㅋ부캐가 몇개야
47,생일인데 막이님 방송봐서 행복해요
47,양도할 생각이였어???
47,sangmin4594 subscribed at Tier 1. 
47,ㄱㄴ
47,와 좋은데
47,ㄷㄷ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,그걸 주면 안되죠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,할만한데?
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,헐?
47,막하
47,반가워용 '- ^
47,아 드디어 침흘리는 막이가 나왓군
47,쌉가능
47,유튭 4시간은 ㅆㄱㄴ
47,4시간 보긴 그르케 쉬운게 아닌데
47,그리고 다시 잠자고
47,ㄹㅇ ㅋㅋ
47,ㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋ
47,ㄹㅇ ㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋ
47,ㅋㅋㅋ
47,ㄹㅇㅋㅋ
48,페북이 4시간동안 쳐다볼만한게 있어?
48,밥은요?
48,화장실에 그냥 박혀잇음되는거 아닌가
48,?
48,할만한데...?
48,쉽네
48,ㅋㅋㅋㅋ
48,막하
48,반가워용 '- ^
48,?
48,밥 안먹음..?
48,좋은데...?
48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48,밥은요??
48,가능
48,종강해서 지금 그렇게 사는데.....??
48,ㅋㅋㅋㅋ
48,도연 삶 양도 받으면 바디 프로필 찍는 다이어트도 그 사람 몫 아님??
48,배고파 죽어서 못하겟다
48,어...? 나랑바꾸실...?
48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48,돈은 막이님 돈으로 시켜먹고
48,그래서 식은채로 먹는거지
48,어..
48,도연의 삶을 사는거지
48,뭐지 제 삶가져가셨었나요
48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48,와 나랑 바꾸고싶다
48,완전 좋은데...?
49,아
49,앗
49,아
49,그건좀;
49,옵치 에반데
49,안해
49,아
49,아
49,그건 좀;
49,앗
49,포기합니다
49,아...
49,워크샵해도되나요
49,오전 8시 출근 새벽3시퇴근인데 바꾸실래요?
49,그건좀
49,오반ㄷ데
49,어 빡센데?
49,관두겠습니다
49,막하
49,반가워용 '- ^
49,이제 가실때가 되었습니다
49,포기
49,빡세다
49,페북 오래하는이유를 알겠네
49,손——-절
49,옵치는좀
49,그만 옵치 보내주죠
49,옵치빼곤 지금 인생과 별반 다를게업슨데
49,아닌듯
49,ㅋㅋㅋㅋㅋ
49,옵치는 좀
49,ㅠ
49,ㅋㅋㅋㅋㅋㅋㅋ
49,옵치는 좀ㅇㅅㅇ
49,옵치는 좀 그래..
50,옳소
50,근데 또 배치시즌이야?
50,어쩐지 트게더에 뭘 올리든 막이님 다 아시은 거 같더라.. 다 페북에서 보셬ㅅ구나
50,진짜 시즌 너무 자주 바뀐다
50,실버가나?
50,아
50,가자 실버로!
50,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
50,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
50,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
50,ㅋㅋㅋㅋ
51,오자마자 시비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,탈주각 ㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,탈주를 못했누...
51,ㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋ
51,아 나 안불쌍하니깐
51,제발 징징거리지좀마
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋ
51,나 갠찮으니깐 제발 징징거리지마
51,화많이 났누..
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,ㅇ0ㅇ
52,ㅋㅋㅋㅋ
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,ㅇ0ㅇ
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,대단 ㅋㅋㅋ
52,재밌었겠다
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,잘헀어요
52,단비?
52,ㅋㅋㅋ
